timestamp,sys_cpu_percent,sys_mem_percent,proc_cpu_percent,proc_mem_mb
2026-09-07T21:19:58,54.2,74.6,1556.3,70.3
2026-09-07T21:20:01,53.8,74.4,1570.0,70.3
2026-09-07T21:20:03,53.9,74.3,1581.9,70.3
2026-09-07T21:20:05,55.5,74.1,1558.8,67.1
2026-09-07T21:20:07,55.7,74.0,1546.6,67.3
2026-09-07T21:20:09,54.5,74.0,1541.0,67.3
2026-09-07T21:20:11,55.2,73.9,1554.4,65.2
2026-09-07T21:20:13,55.9,74.7,1579.2,65.6
2026-09-07T21:20:16,55.6,74.8,1567.4,65.6
2026-09-07T21:20:18,55.9,74.9,1565.9,65.6
2026-09-07T21:20:20,54.4,74.9,1567.0,65.6
2026-09-07T21:20:22,53.2,74.9,1584.2,65.6
2026-09-07T21:20:24,53.6,74.9,1563.7,65.5
2026-09-07T21:20:26,55.0,75.7,1544.5,65.5
2026-09-07T21:20:28,55.4,75.6,1520.0,65.5
2026-09-07T21:20:30,54.3,75.4,1572.2,65.5
2026-09-07T21:20:32,56.5,75.4,1519.2,65.6
2026-09-07T21:20:34,54.7,75.0,1550.4,65.8
2026-09-07T21:20:36,52.3,75.0,1574.8,65.8
2026-09-07T21:20:39,55.3,75.4,1520.8,65.8
2026-09-07T21:20:41,54.9,75.4,1575.8,65.8
2026-09-07T21:20:43,53.0,75.1,1564.7,65.8
2026-09-07T21:20:45,53.7,75.0,1569.3,65.8
2026-09-07T21:20:47,52.8,75.0,1570.6,67.3
2026-09-07T21:20:49,53.9,74.0,1525.6,68.8
2026-09-07T21:20:51,56.0,74.1,1487.4,69.7
2026-09-07T21:20:53,54.2,74.0,1564.4,69.8
2026-09-07T21:20:55,54.3,74.2,1547.6,69.8
2026-09-07T21:20:57,54.7,74.2,1499.5,69.8
2026-09-07T21:20:59,54.4,74.2,1537.4,69.8
2026-09-07T21:21:02,54.0,74.0,1557.7,69.8
2026-09-07T21:21:04,53.9,74.2,1550.8,69.9
2026-09-07T21:21:06,55.4,75.0,1521.9,69.9
2026-09-07T21:21:08,56.2,75.1,1536.1,69.9
2026-09-07T21:21:11,55.3,75.1,1529.4,69.9
