timestamp,sys_cpu_percent,sys_mem_percent,proc_cpu_percent,proc_mem_mb
2026-09-07T15:43:28,5.3,72.3,0.0,100.0
2026-09-07T15:43:30,4.2,72.4,0.0,100.0
2026-09-07T15:43:32,4.1,72.4,0.0,100.0
2026-09-07T15:43:34,5.7,72.9,0.0,100.0
2026-09-07T15:43:36,6.0,72.8,0.0,100.0
2026-09-07T15:43:38,5.4,73.0,0.0,100.0
2026-09-07T15:43:40,3.7,73.0,0.0,100.0
2026-09-07T15:43:42,3.1,73.0,0.0,100.0
2026-09-07T15:43:44,2.1,72.9,0.0,100.0
2026-09-07T15:43:46,2.7,72.9,0.0,100.0
2026-09-07T15:43:48,6.7,73.4,0.0,100.0
2026-09-07T15:43:50,5.6,73.6,0.0,100.0
2026-09-07T15:43:52,4.5,73.2,0.0,100.0
2026-09-07T15:43:54,6.2,73.7,0.0,100.0
2026-09-07T15:43:56,7.0,74.1,23.4,100.5
2026-09-07T15:43:58,12.4,74.9,99.2,102.4
2026-09-07T15:44:00,6.6,74.6,89.0,104.9
2026-09-07T15:44:02,7.8,74.7,82.9,105.8
2026-09-07T15:44:04,11.5,75.0,88.2,103.8
2026-09-07T15:44:06,10.0,75.8,20.3,104.8
2026-09-07T15:44:08,5.4,75.8,0.0,104.8
2026-09-07T15:44:10,8.1,76.2,0.0,104.8
2026-09-07T15:44:12,6.9,76.4,0.0,104.8
2026-09-07T15:44:14,6.7,76.4,0.0,104.8
2026-09-07T15:44:16,7.6,76.3,0.0,104.8
2026-09-07T15:44:18,5.2,76.3,0.0,104.8
2026-09-07T15:44:20,6.0,76.1,0.0,104.8
2026-09-07T15:44:22,5.9,76.3,0.0,104.8
2026-09-07T15:44:24,6.4,76.1,0.0,104.8
2026-09-07T15:44:26,4.3,76.2,0.0,104.8
2026-09-07T15:44:28,4.0,76.1,0.0,104.8
2026-09-07T15:44:30,4.0,76.2,0.8,104.8
2026-09-07T15:44:32,4.9,75.9,0.0,104.8
2026-09-07T15:44:34,4.3,75.9,0.0,104.8
